BL-35	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/621
BL-37	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/622
BL-38	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/623
BL-39	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/624
BL-42	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/625
BL-43	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/626
BL-44	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/627
SWEEP-PATH-angular-src-and-19-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/628
SWEEP-PATH-angular-src-app-appointments-appointment	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/629
SWEEP-PATH-src-healthcaresupport-caseevaluation-application-notifications	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/630
SWEEP-PATH-src-healthcaresupport-caseevaluation-application-and-25-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/631
SWEEP-PATH-angular-src-app-appointments-sections	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/632
SWEEP-PATH-src-healthcaresupport-caseevaluation-domain-identity	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/633
SWEEP-PATH-src-healthcaresupport-caseevaluation-application-appointments	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/634
SWEEP-PATH-src-healthcaresupport-caseevaluation-domain-integration	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/635
SWEEP-PATH-angular-src-app-people	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/636
SWEEP-PATH-src-healthcaresupport-caseevaluation-entityframeworkcore-and-14-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/637
SWEEP-PATH-tools	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/638
SWEEP-PATH-src-healthcaresupport-caseevaluation-domain-and-19-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/639
SWEEP-PATH-angular-src-app-shared	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/640
SWEEP-PATH-angular-src-app-doctor-availabilities	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/641
SWEEP-PATH-src-healthcaresupport-caseevaluation-domain-appointments	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/642
SWEEP-PATH-src-healthcaresupport-caseevaluation-authserver-pages	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/643
SWEEP-PATH-angular-src-app-admin	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/644
SWEEP-PATH-angular-src-app-patients	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/645
SWEEP-PATH-angular-src-shared	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/646
SWEEP-PATH-src-healthcaresupport-caseevaluation-application-externalsignups	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/647
SWEEP-PATH-angular-src-app-users	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/648
SWEEP-PATH-src-healthcaresupport-caseevaluation-application-appointmentchangerequests	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/649
SWEEP-PATH-src-healthcaresupport-caseevaluation-entityframeworkcore-patients	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/650
SWEEP-PATH-src-healthcaresupport-caseevaluation-domain-appointmentdocuments	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/651
SWEEP-PATH-src-healthcaresupport-caseevaluation-domain-notifications	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/652
SWEEP-PATH-angular-src-app-configuration	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/653
SWEEP-PATH-src-healthcaresupport-caseevaluation-httpapi-host-root	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/654
SWEEP-PATH-src-healthcaresupport-caseevaluation-application-root	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/655
SWEEP-PATH-angular-src-app-appointments-change-requests	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/656
SWEEP-PATH-angular-src-app-files	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/657
SWEEP-PATH-angular-src-app-locations	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/658
SWEEP-PATH-src-healthcaresupport-caseevaluation-domain-data	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/659
SWEEP-PATH-angular-src-app-home	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/660
SWEEP-PATH-src-healthcaresupport-caseevaluation-entityframeworkcore-doctors	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/661
SWEEP-PATH-src-healthcaresupport-caseevaluation-authserver-and-3-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/662
SWEEP-PATH-src-healthcaresupport-caseevaluation-httpapi-and-1-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/663
SWEEP-PATH-src-healthcaresupport-caseevaluation-httpapi-host-and-2-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/664
SWEEP-PATH-src-healthcaresupport-caseevaluation-domain-shared-and-2-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/665
SWEEP-PATH-etc-and-1-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/666
SWEEP-PATH-src-healthcaresupport-caseevaluation-application-contracts-and-2-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/667
SWEEP-PATH-src-healthcaresupport-caseevaluation-dbmigrator-and-1-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/669
BUG-046	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/694
SWEEP-PATH-test	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/815
SWEEP-PATH-scripts	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/816
SWEEP-PATH-docker-and-1-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/817
SWEEP-PATH-tests-and-1-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/818
SWEEP-PATH-claude-and-1-smaller-directories	https://github.com/gesco-healthcare-support/hcs-patient-portal/issues/819
